,date,max_temp,min_temp
696,2021-12-20,17,4
697,2021-12-21,17,3
698,2021-12-22,17,3
699,2021-12-23,15,6
700,2021-12-24,9,-2
701,2021-12-25,1,-5
702,2021-12-26,0,-5
703,2021-12-27,3,-3
704,2021-12-28,7,-1
705,2021-12-29,10,-4
706,2021-12-30,10,-2
707,2022-01-01,11,-1
708,2022-01-02,11,0
709,2022-01-03,13,1
710,2022-01-04,10,6
711,2022-01-05,6,2
712,2022-01-06,8,-1
713,2022-01-07,9,1
714,2022-01-08,9,4
715,2022-01-09,8,4
716,2022-01-10,7,1
717,2022-01-11,7,-2
718,2022-01-12,9,0
719,2022-01-13,5,-3
720,2022-01-14,4,-1
721,2022-01-15,11,3
722,2022-01-16,9,3
723,2022-01-17,12,2
724,2022-01-18,12,2
725,2022-01-19,13,3
726,2022-01-20,7,2
727,2022-01-21,7,5
728,2022-01-22,8,6
729,2022-01-23,7,3
730,2022-01-24,4,1
731,2022-01-25,5,3
732,2022-01-26,5,2
733,2022-01-27,4,1
734,2022-01-28,5,2
735,2022-01-29,4,-1
736,2022-01-30,7,-2
737,2022-02-01,7,1
738,2022-02-02,4,0
739,2022-02-03,4,-1
740,2022-02-04,8,-2
741,2022-02-05,7,-3
742,2022-02-06,4,0
743,2022-02-07,1,-1
744,2022-02-08,5,2
745,2022-02-09,3,0
746,2022-02-10,7,3
747,2022-02-11,5,3
748,2022-02-12,7,5
749,2022-02-13,8,2
750,2022-02-14,10,3
751,2022-02-15,5,2
752,2022-02-16,8,1
753,2022-02-17,3,0
754,2022-02-18,5,1
755,2022-02-19,5,-4
756,2022-02-20,6,-2
757,2022-02-21,8,0
758,2022-02-22,10,2
759,2022-02-23,9,-2
760,2022-02-24,10,0
761,2022-02-25,14,2
762,2022-02-26,17,3
763,2022-02-27,16,8
764,2022-03-01,16,8
765,2022-03-02,16,8
766,2022-03-03,16,8
767,2022-03-04,16,8
768,2022-03-05,16,8
769,2022-03-06,16,8
770,2022-03-07,16,8
771,2022-03-08,16,8
772,2022-03-09,16,8
773,2022-03-10,16,8
774,2022-03-11,16,8
775,2022-03-12,16,8
776,2022-03-13,16,8
777,2022-03-14,16,8
778,2022-03-15,16,8
779,2022-03-16,16,8
780,2022-03-17,16,8
781,2022-03-18,16,8
782,2022-03-19,16,8
783,2022-03-20,16,8
784,2022-03-21,16,8
785,2022-03-22,16,8
786,2022-03-23,16,8
787,2022-03-24,16,8
788,2022-03-25,16,8
789,2022-03-26,16,8
790,2022-03-27,16,8
791,2022-03-28,16,8
792,2022-03-29,16,8
793,2022-03-30,16,8
794,2022-04-01,16,8
795,2022-04-02,16,8
796,2022-04-03,16,8
797,2022-04-04,16,8
798,2022-04-05,16,8
799,2022-04-06,16,8
800,2022-04-07,16,8
801,2022-04-08,16,8
802,2022-04-09,16,8
803,2022-04-10,16,8
804,2022-04-11,16,8
805,2022-04-12,16,8
806,2022-04-13,16,8
807,2022-04-14,16,8
808,2022-04-15,16,8
809,2022-04-16,16,8
810,2022-04-17,16,8
811,2022-04-18,16,8
812,2022-04-19,16,8
813,2022-04-20,16,8
814,2022-04-21,16,8
815,2022-04-22,16,8
816,2022-04-23,16,8
817,2022-04-24,16,8
818,2022-04-25,16,8
819,2022-04-26,16,8
820,2022-04-27,16,8
821,2022-04-28,16,8
822,2022-04-29,16,8
823,2022-05-01,21,12
824,2022-05-02,25,13
825,2022-05-03,27,14
826,2022-05-04,29,14
827,2022-05-05,29,17
828,2022-05-06,30,18
829,2022-05-07,26,17
830,2022-05-08,25,15
831,2022-05-09,23,16
832,2022-05-10,17,16
833,2022-05-11,21,15
834,2022-05-12,23,16
835,2022-05-13,23,13
836,2022-05-14,22,15
837,2022-05-15,23,14
838,2022-05-16,26,15
839,2022-05-17,29,15
840,2022-05-18,29,18
841,2022-05-19,24,17
842,2022-05-20,27,16
843,2022-05-21,29,18
844,2022-05-22,28,21
845,2022-05-23,29,18
846,2022-05-24,26,18
847,2022-05-25,30,20
848,2022-05-26,24,18
849,2022-05-27,30,21
850,2022-05-28,26,21
851,2022-05-29,29,23
852,2022-05-30,29,18
853,2022-06-01,31,21
854,2022-06-02,33,23
855,2022-06-03,28,23
856,2022-06-04,30,24
857,2022-06-05,27,19
858,2022-06-06,33,20
859,2022-06-07,29,18
860,2022-06-08,30,20
861,2022-06-09,31,22
862,2022-06-10,30,20
863,2022-06-11,23,20
864,2022-06-12,24,19
865,2022-06-13,28,20
866,2022-06-14,31,20
867,2022-06-15,33,21
868,2022-06-16,35,24
869,2022-06-17,35,25
870,2022-06-18,35,25
871,2022-06-19,34,25
872,2022-06-20,33,25
873,2022-06-21,33,25
874,2022-06-22,32,28
875,2022-06-23,33,25
876,2022-06-24,30,25
877,2022-06-25,32,27
878,2022-06-26,36,28
879,2022-06-27,34,28
880,2022-06-28,31,26
881,2022-06-29,33,25
882,2022-07-01,34,25
883,2022-07-02,33,26
884,2022-07-03,33,26
885,2022-07-04,34,27
886,2022-07-05,34,27
887,2022-07-06,33,27
888,2022-07-07,33,27
889,2022-07-08,34,28
890,2022-07-09,35,29
891,2022-07-10,38,29
892,2022-07-11,38,29
893,2022-07-12,39,30
894,2022-07-13,38,30
895,2022-07-14,37,30
896,2022-07-15,38,29
897,2022-07-16,33,27
898,2022-07-17,35,26
899,2022-07-18,31,24
900,2022-07-19,34,27
901,2022-07-20,35,25
902,2022-07-21,30,25
903,2022-07-22,35,28
904,2022-07-23,34,23
905,2022-07-24,34,25
906,2022-07-25,36,27
907,2022-07-26,33,25
908,2022-07-27,34,27
909,2022-07-28,37,27
910,2022-07-29,31,25
911,2022-07-30,34,26
912,2022-08-01,34,27
913,2022-08-02,36,29
914,2022-08-03,37,29
915,2022-08-04,38,29
916,2022-08-05,38,30
917,2022-08-06,37,31
918,2022-08-07,38,30
919,2022-08-08,38,29
920,2022-08-09,39,29
921,2022-08-10,39,30
922,2022-08-11,39,30
923,2022-08-12,40,30
924,2022-08-13,39,30
925,2022-08-14,40,30
926,2022-08-15,39,31
927,2022-08-16,36,28
928,2022-08-17,34,27
929,2022-08-18,37,29
930,2022-08-19,39,30
931,2022-08-20,36,28
932,2022-08-21,38,29
933,2022-08-22,38,29
934,2022-08-23,35,24
935,2022-08-24,27,24
936,2022-08-25,30,24
937,2022-08-26,30,24
938,2022-08-27,26,22
939,2022-08-28,28,24
940,2022-08-29,32,23
941,2022-08-30,23,20
942,2022-09-01,29,20
943,2022-09-02,29,20
944,2022-09-03,25,22
945,2022-09-04,28,21
946,2022-09-05,31,20
947,2022-09-06,34,21
948,2022-09-07,34,22
949,2022-09-08,29,21
950,2022-09-09,30,19
951,2022-09-10,30,20
